objectid,title,date,date_is_approximate,description,location,latitude,longitude,subject,source,identifier,donor,format_original,type,format,language,rights,rightsstatement,display_template,filename,object_location,image_small,image_thumb
cities346,"Matt's Place pool hall. Grangeville, Idaho.",1916,,Man with cue is Mort Martin; behind the bar is Matt Geary,Grangeville,45.926645,-116.12404,interiors; pool halls,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-03c,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities346.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities346.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities346_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities346_th.jpg
cities349,"St. Joseph's Hospital. Lewiston, Idaho.",1920,yes,#2,Lewiston,46.415855,-117.016094,hospitals;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-3n,Engstrom's Studio,5x7 black and white glass negative,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities349.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities349.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities349_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities349_th.jpg
cities351,"Lewiston, Idaho Territory.",1862,,Possibly the first picture ever taken of Lewiston,Lewiston,46.417679,-116.990533,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4a,,4.5x6.25 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities351.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities351.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities351_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities351_th.jpg
cities352,"A.R. Trimble Saloon. Lewiston, Idaho.",1880,yes,,Lewiston,46.404034,-117.001846,saloons (bars);,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4b,,6x7.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities352.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities352.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities352_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities352_th.jpg
cities353,"View of downtown area in mid-winter. Lewiston, Idaho Territory.",1886,,Several buildings are identified on oversize copy.,Lewiston,46.417679,-116.990533,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4d,Philip Weisgerber (oversize print),7.75x9.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities353.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities353.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities353_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities353_th.jpg
cities355,"Birdseye view of Lewiston, Idaho.",1889,,Buildings and sites identified on copy 2,Lewiston,46.420669,-117.0298,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4e,,7.5x8.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities355.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities355.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities355_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities355_th.jpg
cities356,"Birdseye view of Lewiston, Copy 2, Idaho.",1889,,"Copy 2, Buildings and sites identified.",Lewiston,46.420669,-117.0298,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4e_2,,7.5x8.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities356.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities356.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities356_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities356_th.jpg
cities357,"Interior of Alexander-Freidenrich Co. (1885-1905?). Grangeville, Idaho.",1915,yes,,Grangeville,45.926645,-116.12404,interiors; department stores,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-04a,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities357.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities357.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities357_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities357_th.jpg
cities358,"Main Street looking west. Lewiston, Idaho.",1888,,,Lewiston,46.417679,-116.990533,panoramas; buildings;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4f,,7.5x9 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities358.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities358.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities358_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities358_th.jpg
cities359,"Main Street looking west. Raymond House in foreground to the right. Lewiston, Idaho.",1889,yes,,Lewiston,46.415278,-116.997555,main street; buildings;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4g,,5.25x8.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities359.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities359.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities359_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities359_th.jpg
cities360,"View of flood at corner of Fifth and Main Streets. Lewiston, Idaho.",1894,,,Lewiston,46.421477,-117.027164,main street; floods;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4i,,7x9 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities360.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities360.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities360_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities360_th.jpg
cities361,"East Main Street. Lewiston, Idaho.",1887,yes,,Lewiston,46.417793,-116.986767,panoramas; roads;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4h,,4.5x6.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities361.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities361.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities361_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities361_th.jpg
cities362,"On the boulevard looking east. Lewiston, Idaho.",1920,yes,,Lewiston,46.415778,-117.01205,homesteads;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4k,Engstrom's Studio,5x7 black and white glass negative,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities362.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities362.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities362_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities362_th.jpg
cities364,"Bell & Bollinger Royal Restaurant. Lewiston, Idaho.",1895,yes,,Lewiston,46.40086,-117.002378,restaurants;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4j,,7x9 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities364.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities364.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities364_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities364_th.jpg
